pinchStrength,grabStrength,thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,thumb_center_distance,index_center_distance,middle_center_distance,ring_center_distance,pinky_center_distance,hand_direction_x,hand_direction_y,hand_direction_z,palm_direction,thumb_hand_angle,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_hand_angle,index_direction_x,index_direction_y,index_direction_z,middle_hand_angle,middle_direction_x,middle_direction_y,middle_direction_z,ring_hand_angle,ring_direction_x,ring_direction_y,ring_direction_z,pinky_hand_angle,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
0.518048,1.0,63.291387498,26.1340938832,72.2953195922,82.2961513987,73.0320527478,82.3116941125,75.5642091008,82.1489051917,75.4989581116,82.004370887,62.3922915836,2.87244878323,0.630901242151,3.28352799313,0.594877101555,0.407376065305,0.405302379972,0.378738913887,0.35111633169,-0.0790747,0.304064,-0.949364,1,22.9164353996,-0.220301,-0.0665319,-0.97316,150.681632649,0.288375,-0.676362,0.677771,156.362063588,-0.0146419,-0.653335,0.756927,154.083725843,-0.209998,-0.598281,0.773279,142.426804022,-0.500742,-0.47261,0.725188,a
0.517357,1.0,64.1831088558,25.1430577207,71.235753612,84.2734885406,72.1546075784,84.2990795739,74.8679134763,84.0155059434,74.3980282192,83.8916319456,62.5088561808,2.33764650643,0.705662262359,2.55085166278,0.589672178287,0.399797047654,0.394989031228,0.3685622073,0.343000069224,-0.0933398,0.270042,-0.958314,1,21.6963393247,-0.24462,-0.0745313,-0.96675,151.354070908,0.302237,-0.640712,0.705791,157.465897939,-0.00516935,-0.609881,0.792476,155.080591188,-0.19692,-0.552686,0.809791,141.716148786,-0.510509,-0.419466,0.750619,a
0.480645,1.0,63.4736859431,26.4574255217,73.7335688708,84.0238296734,74.3736893014,83.7424588407,75.9931270807,83.4035473543,74.6464653432,83.4985947654,64.9040634665,3.54443513715,1.19176948816,3.36087076226,0.591151161194,0.391414478793,0.390016171764,0.367221241194,0.342870719535,-0.0562159,0.299862,-0.952325,1,22.1014263324,-0.22911,-0.0416959,-0.972507,153.31684293,0.24235,-0.651686,0.718729,159.125846596,-0.0482275,-0.607836,0.792597,155.533229477,-0.253004,-0.545695,0.798878,141.963185615,-0.550325,-0.397018,0.73452,a
0.606312,1.0,62.9202722995,27.0033451491,70.6680945284,83.8981831995,71.5476897046,83.7777754648,74.9710291098,83.9787885244,75.3468845016,84.1023216733,58.5243174274,1.80034197657,1.03598082161,2.79424464026,0.596730793147,0.399173298163,0.395934569106,0.365173384343,0.33935551468,-0.059105,0.282798,-0.957357,1,24.7797639697,-0.173194,-0.130454,-0.97621,150.589300518,0.27892,-0.659732,0.697823,156.299394825,-0.0490219,-0.633214,0.772423,155.083183702,-0.223494,-0.565067,0.794197,142.896007392,-0.521355,-0.425946,0.739432,a
0.647842,1.0,64.634028882,23.6848194614,67.6109778919,83.3218337757,68.51955901,83.1053589547,69.9327618905,83.0933624108,70.0408967566,83.1148922245,55.0932009251,1.4048651387,1.46704471537,1.51313385253,0.597092957569,0.4129539467,0.40847275052,0.381401233798,0.35778763781,-0.0401379,0.173676,-0.983985,1,24.1261009738,-0.166374,-0.224075,-0.960266,147.459869045,0.265723,-0.622656,0.735996,152.617689798,-0.055106,-0.598857,0.798958,150.080607891,-0.230318,-0.568311,0.789921,139.965522275,-0.524078,-0.456649,0.718897,a
0.573689,1.0,65.2674826298,22.5474911397,68.4049113096,83.41259714,69.1484495098,83.3681101543,70.3408521428,83.2529301502,69.896184522,83.0604653043,58.4400953605,2.17839196459,1.69749389748,2.59193233697,0.591908807312,0.415944915706,0.410334485805,0.385396411336,0.367840200154,-0.0679939,0.290044,-0.954595,1,22.037774968,-0.232512,-0.0546144,-0.971059,148.325137008,0.267683,-0.703046,0.658841,153.499334665,-0.0263688,-0.679959,0.732776,151.034118068,-0.196554,-0.651795,0.732482,141.590648267,-0.4749,-0.548836,0.687932,a
0.520493,1.0,63.9482518244,25.2536701182,71.8177335259,86.1408611716,72.4343979594,86.1080969452,73.6657008079,86.0566773488,72.8777244105,85.8045349718,62.5444053961,3.37954942786,1.61762190775,2.44324455325,0.591613755947,0.388611963265,0.382574498262,0.361337790881,0.346176021343,-0.0530954,0.272184,-0.960779,1,22.1689220856,-0.209817,-0.0786683,-0.974571,153.209046719,0.274932,-0.613846,0.740004,159.45467929,-0.00618136,-0.589019,0.808096,156.95336431,-0.184038,-0.556355,0.810308,144.100752793,-0.503985,-0.429703,0.749236,a
0.58536,1.0,63.4526026457,26.1205543386,72.4055396021,86.2915603069,72.8308694196,86.1870792171,73.9033925457,86.1140720762,73.5548849967,85.7703407615,61.2432185366,2.97444587257,1.57296210738,1.80719349774,0.587479952005,0.383805608684,0.37860304278,0.356904511443,0.337411158913,-0.0299407,0.287834,-0.957212,1,23.7544946261,-0.170337,-0.0984155,-0.980459,153.783262278,0.258013,-0.61669,0.743722,160.028854023,-0.0499941,-0.589597,0.806149,156.544806109,-0.235738,-0.552158,0.799718,142.30631492,-0.560616,-0.404474,0.722572,a
0.634453,1.0,63.6885911521,23.16697556,69.9364407163,84.540698423,69.9683044936,84.3651559516,71.0711399215,84.3228362438,71.2924680436,84.3976916412,57.6512715167,2.98873561477,1.75710090243,1.73876637819,0.593740025117,0.399111115204,0.39547446337,0.372399087326,0.353166206718,-0.00758289,0.225468,-0.974221,1,24.3149952256,-0.18547,-0.156302,-0.970139,150.418819714,0.222803,-0.62807,0.745578,155.300372852,-0.0754114,-0.604107,0.793327,152.847089541,-0.243105,-0.573104,0.782593,142.943485803,-0.534455,-0.440391,0.721397,a
0.577294,1.0,63.8260779524,24.8558553161,70.7636380798,85.001375702,71.5111940006,84.9273512898,73.6779267614,84.8662650177,73.2534061474,84.7435222726,61.0009005092,2.80788964697,0.626539000776,2.52329165446,0.585265422313,0.398625018331,0.393327061216,0.369435076372,0.351415847665,-0.0437063,0.291771,-0.955489,1,22.5612237393,-0.20556,-0.0637836,-0.976564,151.542677341,0.257354,-0.658398,0.707306,157.412950998,-0.0345123,-0.63063,0.775316,155.842898724,-0.197393,-0.587996,0.784409,144.210735075,-0.502963,-0.460706,0.731286,a
0.544849,1.0,62.5009341239,27.5707088089,73.1802141043,86.4390431271,73.6094876699,86.2662567295,74.5289532727,85.7558016744,73.2146808096,85.6485277856,64.0009205031,3.78662116255,1.89948471108,2.4706658691,0.585034664946,0.381642738629,0.377053471027,0.358780385586,0.339440414657,-0.0464456,0.293027,-0.954975,1,22.8108563248,-0.211477,-0.065829,-0.975164,154.508976385,0.255589,-0.618611,0.742964,160.79285405,-0.0239713,-0.58538,0.810405,157.452101322,-0.204614,-0.553781,0.807131,142.817883484,-0.544388,-0.396993,0.738944,a
0.592313,1.0,63.0870203364,26.1204634812,72.3053755411,82.0496214693,72.3551531044,81.8412289362,72.9222038151,81.2923670091,72.463202575,81.1062675556,60.2911105176,3.27406204681,2.12261337067,1.39057287216,0.591620988763,0.403239995597,0.405447667981,0.388885278948,0.357028939107,-0.0361587,0.300318,-0.953154,1,24.5067700223,-0.200142,-0.0905559,-0.975573,150.533351129,0.214608,-0.694889,0.686348,155.209821164,-0.0876875,-0.656972,0.748798,151.437819171,-0.263489,-0.625511,0.734377,138.520022096,-0.593528,-0.451418,0.666293,a
0.506787,1.0,63.2753543798,25.64164818,73.371353335,84.5832857205,74.1073449384,84.407950158,75.8582966256,84.1670085035,74.6902868884,84.0910572324,64.0434579352,3.39871478139,1.11203642512,3.5021898245,0.591404888677,0.391302860423,0.388806866497,0.368528475233,0.348870342158,-0.05613,0.260416,-0.963863,1,22.4889896017,-0.233394,-0.086931,-0.968489,153.302825898,0.257546,-0.614192,0.745948,159.51455531,-0.0345687,-0.572404,0.819243,157.188584915,-0.196291,-0.531034,0.824301,144.719616434,-0.499027,-0.403233,0.767056,a
0.605115,1.0,64.4582348501,23.4512211859,70.6956317816,84.5555628092,71.1909293889,84.3458890604,72.0451560872,84.2437845734,72.3371856145,84.1243334505,58.5355046625,2.40452220315,1.83837507956,1.2616863996,0.591948118848,0.396635448608,0.394161007185,0.371218913656,0.346591322481,-0.0475572,0.242306,-0.969034,1,23.9042571456,-0.216781,-0.135729,-0.966739,151.075997375,0.24574,-0.63499,0.732393,156.544213349,-0.0660793,-0.594712,0.801219,153.092952081,-0.248399,-0.555546,0.793515,140.897572037,-0.55799,-0.396287,0.729111,a
0.529319,1.0,64.0857123375,24.3947239965,71.405243566,84.7659191137,72.2669622361,84.7890182752,72.0756924631,84.5989738343,71.2934334882,84.500047118,62.1815673249,2.76624094113,2.91257560623,1.81747904062,0.589959116107,0.395825793563,0.390886553817,0.371565916296,0.34978478223,-0.0739468,0.270076,-0.959995,1,22.0680793986,-0.253717,-0.0678329,-0.964897,151.959772016,0.26469,-0.643909,0.717858,158.057251381,-0.0274813,-0.599997,0.79953,153.955514244,-0.200017,-0.583396,0.787173,141.103190179,-0.529465,-0.432445,0.729834,a
0.0,0.0,86.2621092845,19.0496683311,28.7536361775,2.44371456021,11.3972214992,2.21076218392,9.252956975,3.56623372944,24.7667903673,3.25477862443,20.6414710269,2.91835376636,3.98659716941,8.15704780496,0.511223988648,0.934613280073,1.0,0.956618397126,0.850596333719,-0.0643512,0.0985615,-0.993048,1,31.9076835674,0.119684,-0.411637,-0.903455,8.49110535169,0.0241084,-0.0199946,-0.999509,5.3981531819,-0.0244235,0.0135161,-0.99961,4.99022808956,-0.101021,0.0196088,-0.994691,3.48891477586,-0.0295923,0.14834,-0.988494,b
0.0,0.0,83.1712742158,25.7928086008,29.1635379162,2.31641376336,12.93253396,1.56454131681,12.6725477732,2.38405424631,23.9028882085,3.04049560769,18.7250602986,2.78995846486,4.83687316594,4.9132297121,0.49102622053,0.93271715519,1.0,0.951622884173,0.844678815506,-0.0602586,0.130829,-0.989572,1,34.8201917627,0.136782,-0.426123,-0.894265,11.438189673,0.000999946,-0.0586259,-0.99828,8.79240634438,-0.0432174,-0.0212447,-0.99884,10.2644501773,-0.135554,-0.0314625,-0.99027,6.48327744403,-0.0848507,0.0206389,-0.99618,b
0.0,0.0,85.3009027139,20.0319368214,29.9518011626,2.57654614373,14.1331194757,2.25137306095,12.2970082552,3.15140364797,21.756522145,3.37010572852,14.8314139047,3.3319211482,3.90127254558,7.20576458924,0.507476964514,0.92983122425,0.997719454503,0.951444277419,0.854361169268,-0.0862065,0.122434,-0.988726,1,32.0163053052,0.128365,-0.380414,-0.915865,14.5272969984,-0.009355,-0.118439,-0.992917,11.6673192835,-0.0637039,-0.079507,-0.994797,11.1695973616,-0.133941,-0.0662596,-0.988772,5.80327121513,-0.0579608,0.0256533,-0.997989,b
0.0,0.0,89.2534476011,8.81186955222,29.9752516964,2.56044951715,14.8566685127,2.48289136617,13.0607804883,3.70443978171,21.7717219021,3.57293367359,11.8046049067,3.00486283183,3.7173158542,7.98218037102,0.518741177886,0.930032372099,0.996994374812,0.950002170626,0.854623496589,-0.0462931,0.00578132,-0.998911,1,26.3252442475,0.0256752,-0.433132,-0.900965,15.0388745941,0.00638599,-0.248782,-0.968539,12.9584868349,-0.0449654,-0.218607,-0.974776,12.9667089913,-0.11465,-0.207695,-0.971452,6.159476864,-0.0287382,-0.100137,-0.994559,b
0.0,0.0,88.4192635085,11.1165042999,28.2569989012,2.59268873411,10.8209259641,2.77164622237,10.1322605204,3.88294130418,24.3022864949,4.01566840381,17.6350663446,3.53718083504,4.23784999273,8.2354437117,0.522316583512,0.935289196436,1.0,0.953537264075,0.850309570904,-0.0814466,0.0841032,-0.993123,1,27.5616649145,-0.0170368,-0.382803,-0.923673,9.66354410907,-0.0249544,-0.074558,-0.996904,6.37875730812,-0.0723563,-0.0267292,-0.997021,5.75688123086,-0.142294,0.00426779,-0.989815,2.30201092262,-0.0497076,0.108732,-0.992828,b
0.0,0.0,84.8399648468,21.7498174887,29.7015379609,2.57544229364,14.5815559338,2.26295487179,13.0202045414,3.87057875052,22.1872409396,3.5420329114,15.059972842,2.68470778423,4.20169575433,8.07331991373,0.507294535046,0.930785957917,0.997864336312,0.949848087231,0.853399957419,-0.0713446,0.124347,-0.989671,1,32.9805530325,0.105684,-0.408611,-0.906569,14.3516368588,-0.0244828,-0.121033,-0.992346,12.1132381608,-0.0678368,-0.0866033,-0.993931,12.813616727,-0.150704,-0.084188,-0.984988,5.52582753299,-0.0611812,0.0288154,-0.997711,b
0.0,0.0,84.7362369834,21.0336101102,29.8236076361,2.20638519714,15.4523445374,1.44107600514,14.2883030767,2.7153337625,22.0802049685,3.03238581945,14.0678096309,2.39986118048,3.89310694686,6.15218624819,0.49362956288,0.930503733181,0.996203468052,0.949012157367,0.853998770994,-0.0710021,0.106843,-0.991737,1,32.3866480298,0.0855248,-0.421092,-0.902977,14.9958311006,-0.0356687,-0.151704,-0.987782,12.5976537905,-0.0702967,-0.112583,-0.991153,13.6640454201,-0.148099,-0.118022,-0.981905,9.18383667568,-0.0736857,-0.053198,-0.995862,b
0.0,0.0,85.072171816,19.3055915685,29.8122146107,2.3047946475,15.0588826057,2.00819225527,12.3991980894,3.18807123085,21.6737533752,3.18697179858,15.0504000489,2.22821574753,4.28537867176,7.31230622191,0.495403756798,0.93049763899,0.997330636936,0.951904251694,0.855800002886,-0.0706872,0.110082,-0.991406,1,31.399285591,0.104187,-0.395936,-0.912348,14.1026286496,-0.00568623,-0.126673,-0.991928,12.0895262806,-0.0429847,-0.0986804,-0.99419,11.771829359,-0.122285,-0.088397,-0.988551,5.9293722672,-0.044915,0.0101867,-0.998939,b
0.0,0.0,84.1630668479,20.0797753242,29.6149960241,2.67156915861,15.7898309242,2.61839336,15.3325357965,3.25629930549,22.6598469112,3.42290901419,13.3954408398,2.41175939073,3.90379384383,7.00877122808,0.502278080573,0.931240474523,0.995214205287,0.946526734732,0.84990954668,-0.0735943,0.0730702,-0.994608,1,31.4224309842,0.110041,-0.427083,-0.897492,16.1583183171,-0.0256284,-0.203435,-0.978753,14.6174566962,-0.069963,-0.180971,-0.980997,15.0808447115,-0.143721,-0.17894,-0.973306,9.20852771882,-0.0730625,-0.0874712,-0.993484,b
0.0,0.0,88.4087149562,9.98459752159,29.411883871,2.49759974824,12.9025009833,2.53597749331,11.6531785531,3.54995439819,22.5140885298,3.83005619121,13.3319991207,3.8081433071,3.97940260743,7.85354140428,0.516240578381,0.931422708491,0.99899083986,0.951043785121,0.852489981523,-0.0648614,0.0734525,-0.995187,1,26.7925166033,-0.0392849,-0.383497,-0.922706,13.7294063823,-0.036972,-0.16378,-0.985804,10.3832841071,-0.0811527,-0.106738,-0.99097,9.98965818773,-0.148657,-0.0788984,-0.985736,3.71868608569,-0.0541581,0.0095345,-0.998487,b
0.0,0.0,90.8309563528,7.10084545369,29.2373293804,2.59437947152,12.7219695015,2.61350224349,10.3851172339,3.92277940711,21.7351475573,3.88280236009,13.7920781885,3.4269805572,3.91767317733,7.87769083974,0.467789867471,0.932132132907,1.0,0.953910174595,0.856818664471,-0.0777226,0.20086,-0.976532,1,25.8003254031,-0.0868757,-0.245416,-0.965517,12.5734317819,-0.0568743,-0.0160685,-0.998252,9.17344892811,-0.0867282,0.0422886,-0.995334,9.03636471421,-0.157575,0.0653305,-0.985344,3.56061961764,-0.0493794,0.146756,-0.987939,b
0.0,0.0,87.4367638713,11.4103154816,30.0104310826,2.49986139105,15.9472451007,2.45404269063,12.9948918912,3.67117996094,21.1712895313,3.87635129937,11.7813494795,2.23162188944,4.60253983747,7.39881403589,0.475666946373,0.929959107051,0.996052373667,0.951062568813,0.857281920353,-0.0540403,0.143592,-0.98816,1,27.3174502599,-0.0183701,-0.32539,-0.945401,15.8328806309,-0.0366103,-0.131302,-0.990666,13.4607418153,-0.0538679,-0.0907187,-0.994419,13.1644039293,-0.13766,-0.0698712,-0.988012,7.58223254989,-0.0466103,0.0119953,-0.998841,b
0.0,0.0,85.2883028933,18.5237657115,30.3589188433,2.4264530424,17.021161647,1.79803116472,14.2300551985,2.74985669747,22.0867148428,3.37877793584,12.5427745924,1.76401144439,4.40878317994,5.44952647,0.472497707357,0.929325279749,0.994906681905,0.950566047439,0.853746181987,-0.0698295,0.131828,-0.98881,1,30.945517768,0.0175053,-0.390099,-0.920607,16.6537296593,-0.0653176,-0.157756,-0.985315,14.2587778372,-0.0764223,-0.116301,-0.990269,14.1176237385,-0.156876,-0.0979373,-0.98275,10.3801179924,-0.0930226,-0.0475076,-0.99453,b
0.0,0.0,77.9123357124,33.187156606,30.5452721899,2.40744446657,16.4314127034,1.54920134752,17.6927370581,2.3934202671,24.6741393158,2.80451685926,18.7252663659,2.79555790838,4.92197467516,5.28787157481,0.465365956238,0.928690826195,0.994883640075,0.945351190938,0.845289467452,-0.0810756,0.123363,-0.989044,1,35.9190862085,0.199876,-0.416063,-0.887097,17.1698868972,-0.0199005,-0.168831,-0.985444,14.1246844537,-0.0597515,-0.121603,-0.990779,17.2996684179,-0.143154,-0.170611,-0.974884,12.7185972705,-0.104665,-0.0969021,-0.989775,b
0.0,0.0,73.35543685,42.5762553479,30.4560614656,2.43659875072,17.8390833951,1.68486120392,20.4214474757,1.84136491402,27.1258854711,2.48908125131,23.6882272232,1.63634865095,6.55289751924,3.40552375257,0.437365431733,0.929067604166,0.992889659321,0.940689646824,0.837277390867,-0.06785,0.130646,-0.989105,1,37.4164079991,0.236885,-0.422198,-0.875005,17.433850443,-0.021591,-0.168886,-0.985399,15.7416061794,-0.0503453,-0.142673,-0.988489,19.7555440705,-0.14999,-0.201793,-0.967875,17.1669748787,-0.126541,-0.161842,-0.97867,b
0.0,0.0,74.1573085541,41.8359569331,30.0313133337,2.54983756416,16.5632797245,1.80177203887,19.9755404753,1.95357670659,25.8696189032,2.30579089303,22.1514413856,2.48415743968,6.24767637346,4.71482722306,0.452696151595,0.930299034588,0.994164739186,0.940121725917,0.841529534402,-0.108236,0.136861,-0.984659,1,38.1247968114,0.268073,-0.387121,-0.882198,17.4110143749,-0.0374081,-0.15744,-0.98682,14.8632629997,-0.0784774,-0.120059,-0.98966,18.9523013912,-0.166266,-0.186842,-0.968218,15.4473166227,-0.118937,-0.131716,-0.984126,b
0.0,0.0,73.5013721033,42.2995995663,29.9364713447,2.46854338711,17.1137593741,1.56316294917,20.1690540726,1.81846699974,26.4279125561,2.43488509099,23.113763308,1.6803836725,6.75931625354,3.92663590184,0.443781081064,0.930774827003,0.994065428898,0.939800715036,0.840483586738,-0.09407,0.116604,-0.988714,1,37.461328392,0.21031,-0.437253,-0.874402,17.0150772793,-0.0557252,-0.176718,-0.982683,14.902796353,-0.081239,-0.142439,-0.986464,19.1661305529,-0.185055,-0.202531,-0.961632,16.6056025476,-0.142983,-0.167722,-0.97541,b
0.0,0.0,73.0366440166,42.4107182136,30.0151888579,2.63171634269,17.3912190279,2.11335132574,21.938183534,1.93505534364,27.273608081,2.45689606977,23.06927523,2.15159033439,6.94886675186,4.26692336535,0.442386989154,0.930450220112,0.992816609589,0.936449989887,0.839077354586,-0.102223,0.0872386,-0.990929,1,36.8445953313,0.225212,-0.43956,-0.869521,18.3335559689,-0.0576493,-0.227679,-0.972028,16.3262543925,-0.0936506,-0.196227,-0.976076,21.0365803325,-0.187235,-0.264959,-0.945907,18.1989076136,-0.140768,-0.225545,-0.964009,b
0.0,0.0,73.4039110055,42.5976620599,29.8237352659,2.45859501839,17.0955262212,1.84325505253,20.8276916814,1.72390281537,26.6989222329,2.44383345239,23.1304151158,1.77267255682,7.02110531475,4.08200049267,0.437805567067,0.931595751874,0.993902492565,0.938060237875,0.840164855667,-0.0934498,0.192409,-0.976855,1,37.5229506325,0.222291,-0.363368,-0.904738,16.9675145456,-0.0520192,-0.0992396,-0.993703,15.3476824188,-0.0837775,-0.0739488,-0.993737,19.5969955408,-0.187771,-0.134605,-0.972946,17.4033548698,-0.138749,-0.106661,-0.984567,b
0.0,0.0,75.1415341912,41.4696597011,31.3746747725,2.48912426919,20.0972018388,1.57225914935,22.7830893711,2.03825529118,26.0606448336,2.26038536803,20.3621022489,1.28709569292,6.67436165801,5.24551653111,0.442906146578,0.927423654727,0.989539154793,0.936644119838,0.846619532224,-0.0945258,0.144392,-0.984995,1,39.1800435123,0.251328,-0.418994,-0.872513,20.4432209354,-0.0584556,-0.208574,-0.976258,18.3416237284,-0.0738282,-0.173678,-0.982031,22.5784334011,-0.176667,-0.23726,-0.955247,18.9101981659,-0.113865,-0.183475,-0.976407,b
0.0,0.0,74.0161379815,42.3002033917,30.13084113,2.41642691902,17.2937961271,1.522164328,21.7092461083,1.70594952898,26.6205787184,2.28489819633,21.8186165281,2.48941387052,6.47865816485,4.58148768158,0.442758140281,0.930044741485,0.992670364744,0.936786642729,0.843586855523,-0.104145,0.174488,-0.979136,1,38.2282198125,0.220656,-0.38792,-0.894891,18.2021858052,-0.0726981,-0.140189,-0.987452,15.8138659896,-0.111617,-0.100374,-0.988669,20.5541606975,-0.203661,-0.16786,-0.964544,18.2356624692,-0.142905,-0.140063,-0.979776,b
