pinchStrength,grabStrength,thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,palm_direction,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_direction_x,index_direction_y,index_direction_z,middle_direction_x,middle_direction_y,middle_direction_z,ring_direction_x,ring_direction_y,ring_direction_z,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
1.0,0.0,79.53064481227433,32.21989761033139,28.116199635704458,5.582317462444676,58.03061143239028,79.60895860747951,57.35703745893297,81.47976972326832,56.998697997381434,80.26893772710245,23.504908970593185,50.2164420703351,3.448924796048757,1.6363784015143379,1,0.445804,-0.399855,-0.800859,0.0494841,-0.130599,-0.9902,0.0294478,-0.747593,0.663504,-0.116531,-0.75261,0.648073,-0.359002,-0.743684,0.56396,d
1.0,0.0,76.78550615493579,30.262850979156593,24.39622501165181,7.895315022275642,54.699338886532935,73.55444394509044,55.14341721039326,78.599989430535,55.73133631596729,78.30420787332109,27.148628413881127,49.960185990404995,3.3459975935588635,0.9736641711434474,1,0.418237,-0.425974,-0.802261,0.030268,-0.147171,-0.988648,0.0574828,-0.824986,0.562222,-0.0878879,-0.793271,0.602492,-0.314334,-0.781587,0.53881,d
1.0,0.0,70.96640532226361,31.448698699890382,21.056000124334634,8.851717073657792,53.8315785360328,69.40772651920605,57.71674592236206,75.29012812018142,51.67779459988329,73.51109795795487,29.625513199709346,50.10176692426206,3.704243758486478,8.277045092574705,1,0.436456,-0.405346,-0.803244,0.0536385,-0.136819,-0.989143,0.129305,-0.865052,0.484733,-0.032122,-0.814819,0.578825,-0.20386,-0.900491,0.384131,d
1.0,0.0,73.54842339002766,32.371271519040846,24.205156432408934,7.023977550618682,56.427989884451925,74.13085850735762,57.39785649746808,75.78864409439471,57.02471311338786,76.92038052545892,28.263863472328904,51.07287003239053,2.6666998067594956,1.9560418124845227,1,0.438923,-0.420999,-0.793792,0.0601303,-0.132393,-0.989372,0.0573666,-0.805984,0.589151,-0.0850527,-0.807159,0.584175,-0.312368,-0.795459,0.519299,d
1.0,0.0,73.15362245135412,32.16800354642048,22.756412918108005,7.058229263361053,52.74499820253322,72.52285337445923,57.03124262397445,75.79457947750976,56.08640244299024,76.56412533468983,29.27293994868008,48.46923594720451,4.060957383186222,2.688308831970664,1,0.448303,-0.454803,-0.769531,0.0492539,-0.15647,-0.986454,0.0716063,-0.833659,0.547617,-0.0853778,-0.788302,0.609337,-0.30227,-0.792407,0.529835,d
1.0,0.0,77.26462318816345,31.62406597042684,24.428085672464388,6.680621757149425,54.89184910337122,73.12687835657492,55.28176053323863,77.02897887928914,55.68737476305943,77.00995827290441,24.97530584999944,47.74478193937218,3.0061066940735666,1.012912098035062,1,0.462538,-0.429982,-0.775354,0.0526809,-0.159053,-0.985864,0.00682022,-0.834337,0.551213,-0.131166,-0.810219,0.571262,-0.363334,-0.78652,0.499374,d
1.0,0.0,73.15898127633336,31.989204719055405,23.173412562083666,7.57051730996147,55.99540693530927,72.4727857257759,56.05117182755965,76.3009939267376,55.24086667180568,76.59961196568743,28.56001145096771,51.12019710213928,3.462101077488616,2.3510340819246256,1,0.432742,-0.443807,-0.78471,0.0513336,-0.158519,-0.986021,0.0594544,-0.812678,0.579672,-0.0840686,-0.801986,0.591397,-0.307479,-0.805273,0.506943,d
1.0,0.0,74.39199063955165,30.74379837024063,23.19529269198413,7.49717457336049,49.07449807745939,66.5335083162585,53.180320086084,72.44136905978594,49.85003858769605,72.98251646341826,27.13652094376885,43.5394313861323,4.668160416537894,5.418854206818469,1,0.472972,-0.47511,-0.742003,0.105773,-0.211826,-0.971567,0.0457735,-0.904056,0.424956,-0.100023,-0.845808,0.524026,-0.286413,-0.872659,0.395518,d
1.0,0.0,71.80439595901335,37.617464775093566,25.995426881965884,6.800842737413466,61.24640953707807,80.32142090265377,59.66242326938594,81.16978225166893,55.98374235176973,77.25280908729509,30.087794620000093,55.574571684768046,4.343458317126652,5.05364493151273,1,0.420273,-0.436143,-0.795707,0.0380074,-0.0998696,-0.994274,0.00109549,-0.711196,0.702993,-0.154985,-0.735642,0.659401,-0.388415,-0.781811,0.487755,d
1.0,0.0,78.79776639407089,31.70716411260289,26.403371306262148,7.35612151601994,50.31075694458925,87.87107440362486,53.00204920093494,81.24588610242716,51.5844423173103,78.38880264187034,24.21632013012286,43.863216674093145,4.487320204729016,3.2074811263533256,1,0.475107,-0.436511,-0.764023,0.102269,-0.168153,-0.980442,-0.0185891,-0.724499,0.689025,-0.183873,-0.78473,0.591937,-0.41193,-0.793947,0.447172,d
1.0,0.0,80.5381781234729,32.366409026176285,28.031190342950545,7.753105273846189,55.976361713099905,80.2696175552118,55.938268456629515,79.42905467329162,55.07772026143025,79.58788815898107,20.739361049474898,45.95874665958947,2.39215101551835,2.2888503659094015,1,0.539253,-0.39709,-0.742648,0.147518,-0.206064,-0.967355,-0.0495801,-0.762212,0.645426,-0.173026,-0.788132,0.590685,-0.407054,-0.768925,0.493012,d
1.0,0.0,77.14067280180284,31.566532853135097,26.570663865241794,7.676583355799326,48.87047418288633,77.48423626475937,49.84025104299478,80.11376288591973,48.31804228789465,76.1891666205936,26.78553171466659,44.28719649721319,3.977067929936356,3.55632574381506,1,0.411127,-0.442872,-0.796768,0.0746231,-0.138729,-0.987515,-0.0278439,-0.849426,0.526973,-0.167066,-0.825004,0.539868,-0.3856,-0.839148,0.383592,d
1.0,0.0,79.53765871611903,32.05761166670135,28.696355988562104,7.57738773526089,51.515188220059855,84.08460120147609,54.510058844230315,80.78656091175773,52.84246988695168,79.53724307205236,23.179436967978972,44.31893984668933,3.8690610451548944,3.0746938513187128,1,0.489055,-0.417271,-0.76597,0.139581,-0.18362,-0.973037,-0.0175901,-0.7558,0.654567,-0.174989,-0.77592,0.606075,-0.40552,-0.776513,0.482268,d
0.547773,1.0,70.40110440927997,27.901543586072197,28.60072278521719,75.91007421485058,16.812234885977272,76.45821803318934,12.834204506664078,67.65183668615624,13.21297770170745,63.596233876305135,38.76646016151151,1.9043131883001505,3.873172226622629,6.267744895995117,1,-0.234692,0.0379227,-0.97133,0.0543243,-0.963014,-0.263917,-0.105046,-0.969615,-0.220933,-0.162715,-0.935177,-0.314591,-0.257395,-0.850581,-0.458541,e
0.506379,1.0,70.4789356707979,26.767071322501664,28.771380172496272,75.89335703098273,16.804391875168754,76.0480540282044,12.989405645548711,66.95070251817322,13.652952905405686,62.651760391589036,39.101165818690944,2.3017717390474424,3.902005907396087,6.049598691891624,1,-0.25968,0.0390396,-0.964905,0.0381046,-0.966322,-0.254499,-0.122067,-0.970421,-0.208287,-0.179687,-0.935218,-0.30509,-0.273135,-0.84954,-0.451308,e
0.674397,1.0,70.11665501972267,36.337763952229956,30.564364260512313,74.93771130543901,18.506601935308044,74.97314954124785,14.385492877552771,67.56958528308914,15.490080861722284,61.58034989083837,40.0804599769143,1.5224984877840302,1.8367629272090915,5.61884993174281,1,-0.101997,-0.045115,-0.993761,0.0202764,-0.978065,-0.207309,-0.145404,-0.973156,-0.178396,-0.207415,-0.935965,-0.284516,-0.302181,-0.837382,-0.455498,e
0.895198,1.0,69.4110212801812,43.72265468046269,36.14863897321023,73.21869136441073,26.30915609395088,73.43761886648599,21.06939763029876,69.90116032771652,19.10029324752314,65.05326403930927,40.367665104105576,2.798477733341976,4.981578879326133,6.230985139228049,1,0.154139,-0.114447,-0.981399,0.0561049,-0.997208,-0.0492724,-0.113117,-0.98999,-0.0844097,-0.17144,-0.961086,-0.216616,-0.271381,-0.879669,-0.390556,e
0.702876,1.0,69.06823389862566,40.34185081738332,37.575255722000605,71.81870872134515,26.33154337799561,70.90078897769769,23.03118133489539,67.31174053696726,21.604974776428534,62.65543289680001,46.933628603531595,4.126573630068434,3.307289102767124,5.120293427359576,1,0.00814598,-0.056205,-0.998386,0.0851912,-0.994843,-0.0550441,-0.0848724,-0.991783,-0.095727,-0.147882,-0.970602,-0.189901,-0.261434,-0.898404,-0.352877,e
0.907294,1.0,69.05061162903108,42.967569733657335,36.83016769649034,69.38476468621923,26.57509584154744,70.48690138973225,22.34935892597138,67.09256360634852,19.82479330088837,63.01336752310149,37.29875867832134,3.16086470802282,3.9547966801329517,6.348332033554115,1,0.201895,-0.232837,-0.951328,0.100522,-0.994495,-0.0295649,-0.0672342,-0.996013,-0.0586294,-0.122834,-0.977714,-0.170255,-0.220629,-0.912093,-0.345556,e
0.978653,1.0,67.47841516065971,42.639067711492594,36.674285364579035,72.64950743257597,27.76126586613253,71.812738923268,21.595954124834925,67.77737263683198,19.69887942195479,63.001633933454826,37.481472834255655,3.284560610384006,5.473166920820921,6.672296049759565,1,0.18432,-0.228367,-0.955968,0.070289,-0.996076,0.0537751,-0.0982614,-0.994876,-0.0237926,-0.15088,-0.970564,-0.187727,-0.240535,-0.895459,-0.374562,e
0.912808,1.0,68.97991522026678,44.34718843968469,39.15458140357206,70.7413259737667,28.776287574422373,70.76529260569401,22.002309301176833,66.58734343728123,20.10044067447614,62.06255416549973,41.525911432736216,4.647189951737001,6.106730091192018,6.564843014750818,1,0.192252,-0.174457,-0.965714,0.036015,-0.998964,0.0278141,-0.131671,-0.989921,-0.0521397,-0.183302,-0.95592,-0.229383,-0.272776,-0.8686,-0.413675,e
0.945314,1.0,69.6359359919773,44.166011848601734,35.96821719840762,73.88322160397075,25.591956876671006,73.70894729635498,19.435794713764952,69.90647579125395,18.158219317617167,64.79138990341625,36.78630320818367,3.1148149343107527,5.405515553489429,6.127752678547014,1,0.219667,-0.170992,-0.960473,-0.00313028,-0.998822,-0.04843,-0.169357,-0.980079,-0.103745,-0.218508,-0.942276,-0.253712,-0.30432,-0.851784,-0.426443,e
0.861533,1.0,69.10081834870098,44.69011254006855,34.91595509232125,73.64599240954774,23.157959258354992,74.62740238375154,17.22373440711758,71.48712843181814,16.753360066801207,66.16228454659274,40.32956965655071,3.949209374718775,4.632704186618481,5.739345023070081,1,0.14636,-0.107085,-0.983418,0.0133978,-0.995534,-0.0934456,-0.153888,-0.977617,-0.14347,-0.209263,-0.941849,-0.262923,-0.304405,-0.851081,-0.427783,e
0.882245,1.0,68.78607370964949,44.69057094775416,32.68432154429809,75.0962044508821,21.152833914130035,76.5582087154139,15.065699555615428,72.97662030208947,14.351294819484968,67.96719124605549,36.80340583949929,3.0281847236677857,4.536084476550635,6.395839471284665,1,0.152497,-0.132751,-0.979348,0.029354,-0.991268,-0.128556,-0.138086,-0.978095,-0.155763,-0.193345,-0.94225,-0.273463,-0.288393,-0.853891,-0.433243,e
0.866625,1.0,68.99154861545628,44.69105450494122,39.614765848571714,73.74218806239573,26.861979191117715,73.32795903705414,20.497780836999777,68.11883931724739,19.588926495122948,63.72499744591989,46.328455836218474,7.922916107002613,6.448502689299381,6.587764885624569,1,0.172804,-0.0858115,-0.981211,0.128827,-0.986861,0.0975088,-0.0401072,-0.998086,-0.0470803,-0.0953931,-0.965114,-0.243836,-0.194711,-0.88591,-0.421011,e
1.0,1.0,68.51287023321805,43.1127686729417,38.2080052286939,76.6167237861473,29.468618890643825,74.90160755993678,21.715169145229815,69.76741177785321,19.61556061404126,64.48028828601431,32.39907726000888,4.821466921279363,8.06858520058253,7.199634325411444,1,0.25963,-0.194242,-0.945972,0.0633962,-0.994082,0.0882135,-0.114456,-0.993066,-0.0268216,-0.168339,-0.953182,-0.25121,-0.257634,-0.855901,-0.448395,e
0.441384,1.0,70.58417055703295,27.116255933883583,28.926149459659936,74.72874624443004,17.830928497105447,73.62825625369088,16.392424387633806,64.21599220211328,17.355125278767687,60.74166183421241,40.46618676044175,1.0863512796926231,4.419610844449854,4.790849937228773,1,-0.198494,0.0902207,-0.975941,0.0869694,-0.968755,-0.23227,-0.0727202,-0.962818,-0.26018,-0.12574,-0.926755,-0.353999,-0.224877,-0.850445,-0.475576,e
0.87938,1.0,69.535319628976,44.69066339552136,38.82222390777348,72.45911950891383,26.64098808441679,73.13121018659965,21.069926404516647,67.93345875165969,19.57309072114555,64.03854883550706,43.88236703360295,6.735498296906004,5.359882477532265,6.605636507819005,1,0.188285,-0.103123,-0.976685,0.0870028,-0.995533,0.0366801,-0.0814076,-0.994289,-0.0690148,-0.135589,-0.959999,-0.244985,-0.233834,-0.879305,-0.414904,e
0.891934,1.0,69.5968297867469,44.690956211592,36.240045342028026,73.45892411409622,24.204170673034366,74.61697194641087,18.32296602128891,70.54566852588827,17.945032421228817,65.94500415633173,41.19527868895874,5.818661757341693,4.775003561576169,5.6637764694643495,1,0.176305,-0.0717766,-0.981715,0.0413708,-0.997072,-0.0643054,-0.12584,-0.980822,-0.148839,-0.17926,-0.940129,-0.289868,-0.277928,-0.854198,-0.439434,e
0.725212,1.0,69.89320377496107,43.965056761925325,38.104268915251495,67.74298882008505,27.4309862114746,69.06285931337507,23.008392524430153,65.52951966315075,23.048948049059607,61.07893371161483,46.27638695435863,4.486469710833619,3.5651933907222633,4.56542264518252,1,0.155588,-0.0669391,-0.985551,0.130705,-0.989626,-0.0596283,-0.0356876,-0.992642,-0.11571,-0.0933039,-0.967172,-0.236375,-0.201922,-0.897355,-0.392405,e
0.673638,1.0,67.40436225406792,39.54281043412965,34.74230003332616,70.66704967446043,24.619372216473884,70.16271002361269,19.124169574432134,66.02060541665628,17.910133343412934,61.038900574567656,45.66738348147347,2.486112496114839,3.8901264508350435,6.896899119960578,1,0.0326504,-0.118517,-0.992415,0.123427,-0.992037,-0.0250613,-0.0414953,-0.995979,-0.0794033,-0.0951528,-0.971225,-0.218329,-0.180618,-0.892167,-0.414024,e
0.531649,1.0,69.18777762015871,39.95383845043854,37.10911499842275,73.06349815274811,27.871941725586098,70.57384774984847,23.362596074987806,66.63417805158828,22.39396063235347,61.55945280715201,51.655019828370804,2.6920230680562676,3.775757301245522,5.440918910367295,1,0.0358285,0.0139919,-0.99926,0.0427657,-0.998809,0.0235101,-0.121815,-0.99045,-0.0645708,-0.175413,-0.964694,-0.196457,-0.268346,-0.889746,-0.369247,e
0.841953,1.0,69.61788519721881,40.6034736048158,36.631130864318415,71.70134920531564,26.84761422752952,71.38344343709412,21.667324110882976,66.52569564284285,21.362157753362556,61.43873190895813,42.10037265021343,2.811652681987253,4.222439336402522,5.019626003796021,1,0.125631,-0.0944065,-0.987575,0.0370147,-0.997998,-0.0512811,-0.129668,-0.986642,-0.0986072,-0.18,-0.950734,-0.252397,-0.272912,-0.866947,-0.41704,e
0.369091,1.0,68.40999839519603,40.17091257556841,36.298142574171735,72.65752120910568,27.44076117782474,69.69430415641791,23.515230224141046,66.2040598447514,22.142572223723075,60.95284835646545,55.166827650885345,2.148168279091296,3.0989130227375936,5.603058590388891,1,-0.025306,0.0501434,-0.998421,0.0968624,-0.995296,0.00175525,-0.0686627,-0.995128,-0.0707565,-0.126193,-0.975304,-0.181264,-0.222805,-0.902908,-0.367581,e
0.868763,1.0,69.60110530842094,43.115566018055276,36.5624167341786,72.26717893090742,24.90764820575219,73.06999787267922,19.366154637900774,68.4252180430131,20.186242883348392,63.51404526727617,41.78880890369861,4.358855763636323,4.123531145632806,4.5003217075345985,1,0.143091,-0.110049,-0.983572,0.0373127,-0.997929,-0.0524073,-0.129754,-0.985247,-0.111586,-0.184461,-0.948217,-0.25857,-0.287064,-0.866058,-0.409314,e
0.322769,1.0,71.86837413888757,36.67749729060857,37.025725888637574,73.81834748873885,26.984176227122177,72.3908118053793,22.572210783831192,67.44477708354907,21.205703891837057,62.5702752316589,54.27592826441848,3.2746438744372113,3.858670873249462,5.6967214138652285,1,-0.0566163,0.13061,-0.989816,0.0914338,-0.995807,0.00281626,-0.0774983,-0.9946,-0.0690298,-0.137272,-0.967555,-0.212119,-0.243604,-0.886619,-0.393146,e
0.612815,1.0,70.43544804315184,37.29925825220239,35.07667002124981,72.0315596104622,23.164999406749953,72.8903074273515,18.059290043674643,67.94076260905453,19.036684616179905,63.22954855112158,46.62086520378047,3.9797294411306954,3.35978923197651,4.81276923848357,1,-0.0209998,0.0234903,-0.999503,0.0411168,-0.995149,-0.0893775,-0.126501,-0.982178,-0.13901,-0.183167,-0.943866,-0.274895,-0.28526,-0.859868,-0.423384,e
0.423502,1.0,71.79081398990319,37.93463017099896,34.91274330479456,76.54123316956849,24.079851679915222,75.03629526214486,18.68233873006212,70.10443108200512,18.336498708666383,64.44695884573186,51.68311705110763,2.9184641503222286,3.9181938028784646,5.96966213915412,1,-0.0321521,0.0817575,-0.996134,0.0754946,-0.996917,0.0213723,-0.0926908,-0.994478,-0.049207,-0.151939,-0.968346,-0.19804,-0.251741,-0.885407,-0.390744,e
1.0,0.0,82.81086774061697,16.916948936855672,27.608561093620796,6.8066888079482775,36.18235028900288,28.38862956135047,77.42593303043014,34.52372791102225,12.900662134955967,9.168853393611668,30.957342307705332,27.85578000329665,43.29056810719248,67.82913102595448,1,0.186041,-0.582049,-0.791586,-0.0927827,-0.220961,-0.970859,-0.0389873,-0.883639,-0.466543,-0.0680709,-0.928043,0.366199,0.0302299,-0.322388,-0.946125,j
1.0,0.0,80.24976140091492,21.335497883191223,28.528306186669035,6.843455125653533,36.18901394339211,28.3936674577258,81.19409439689547,29.93494476393083,17.70301335507432,8.804489038540156,26.091962380668953,22.665373922005177,47.01720199351921,65.94148821390209,1,0.226304,-0.51617,-0.826048,-0.0773744,-0.241096,-0.967412,-0.0209503,-0.848082,-0.52945,-0.0556694,-0.957189,0.284059,0.0217723,-0.337669,-0.941013,j
1.0,0.0,80.54040390807353,23.46118190798677,28.584017179856566,6.616964594077416,36.19373845345062,28.393501889323442,80.90035145713496,32.09489323077339,17.510836063418708,8.184220612028545,26.715320186176204,23.379095686359136,46.73096032797207,65.6308667049889,1,0.25885,-0.526798,-0.809617,-0.0817515,-0.245186,-0.966023,-0.0295425,-0.85925,-0.510702,-0.05518,-0.940401,0.335561,0.0250271,-0.350049,-0.936397,j
1.0,0.0,78.25695552330978,14.114592881970703,26.394336023554324,6.692477588916421,36.19738270702207,28.394615030164957,77.46202688719009,35.646468526420904,13.419652101057155,8.924130868758937,37.072903120608885,33.79216443218247,43.3035400947362,72.0008859283065,1,0.0798677,-0.646534,-0.758693,-0.0906084,-0.181026,-0.979295,-0.0139932,-0.911043,-0.412075,-0.0648341,-0.896312,0.438659,0.00771631,-0.299454,-0.95408,j
0.970721,0.0,79.11441272072311,17.354118251720895,32.16673884607315,3.5602825952167936,24.88447712919703,4.312702682061738,87.93895482816188,44.778199607687434,29.45329447599786,6.3972251771041915,11.22116161510819,14.821092142270864,60.01159160054997,58.67926567939433,1,0.0636111,-0.364448,-0.929048,-0.16086,-0.274829,-0.947941,-0.397704,-0.343866,-0.85064,0.0880673,-0.867151,0.490196,0.0346571,-0.391019,-0.91973,j
1.0,0.0,78.9164229685415,32.53309289748321,30.501104088420917,3.2951359932967343,17.182481647445872,4.373956777001886,78.45003847640724,40.94438430155113,15.641210762294044,6.76015059227309,21.07515421228113,12.993747003273882,58.405863108353365,63.33585027584292,1,0.289731,-0.525969,-0.799633,-0.178521,-0.304901,-0.935503,-0.397526,-0.339976,-0.852285,-0.0450655,-0.88827,0.457106,0.0779345,-0.368053,-0.926533,j
1.0,0.0,79.7947495025323,31.44703411335823,24.521001017082316,3.225019361228317,9.996117794572003,4.328514020924528,79.40129947281595,41.08119051894775,4.200510643101524,6.867367339075128,27.881453136672604,13.782025216828446,67.41344253086658,75.78505920567338,1,0.305064,-0.640609,-0.704668,-0.222798,-0.307394,-0.925132,-0.456199,-0.316428,-0.831718,-0.0716402,-0.800619,0.594875,0.112603,-0.313531,-0.942878,j
1.0,0.0,81.08618849211763,27.83199824855395,22.929859056305983,3.6732403015105985,8.669430635947824,4.642061576952335,73.82186087506629,39.95874920720881,6.921989112385114,8.1422762842445,30.560110787028183,13.519250610601292,64.34648247508824,72.43723196660869,1,0.26348,-0.661469,-0.702166,-0.24589,-0.281986,-0.927374,-0.474244,-0.297593,-0.828572,-0.0972288,-0.853163,0.512504,0.0189921,-0.29717,-0.954636,j
1.0,0.0,83.3431674979934,26.322492852896527,22.005299583986943,2.8542531042000383,7.3883110344946425,3.133981509447878,71.71351013000748,38.107607632590955,8.913570672667454,5.62113100999599,31.8697574197078,13.199146270260803,64.86564035197621,78.71949440694432,1,0.277049,-0.652794,-0.705056,-0.233853,-0.213772,-0.94848,-0.45779,-0.187668,-0.869028,-0.17223,-0.888913,0.424466,0.108625,-0.0976788,-0.989272,j
0.740278,0.0,74.77863768050373,41.50851476756186,28.67675621072133,7.857879506294773,14.142698262114111,8.249298638164078,85.96375916624785,64.9510659090694,14.024322907683272,17.170886542497872,20.496689322764293,14.276138495777523,68.689182782965,75.47688922192366,1,0.234373,0.132762,-0.963039,-0.214875,0.234284,-0.948124,-0.45066,0.126643,-0.883667,0.188483,-0.897553,0.398588,0.154147,0.120331,-0.980693,j
0.557264,0.0,71.47797609286508,41.79188400847401,24.559507168440835,18.37100705190499,11.375322960282393,19.947722831605343,84.94479254575545,67.87392677474112,25.918077721126952,10.951579450489941,31.255840590450298,12.897557878085104,90.81404185087811,60.34982074429921,0,0.228568,0.301543,-0.92565,-0.200615,0.434345,-0.878122,-0.441934,0.267257,-0.856311,0.225496,-0.887744,0.401325,0.319398,0.0986418,-0.942473,j
0.61551,0.0,75.84967828714576,32.361282096124086,19.975834543713805,19.917245702254842,7.593853602755505,20.355462720756524,83.85808279746288,63.84578043503696,27.082631830495615,7.5578365948158055,23.797354309143362,12.699994239100667,78.92107191565486,58.31792007335212,1,0.184658,0.0548802,-0.981269,-0.186742,0.106223,-0.976649,-0.410941,-0.0423439,-0.910678,0.151517,-0.860319,0.486717,0.289787,-0.0859697,-0.953222,j
0.641261,0.0,76.0567865748739,38.626591256972176,15.977827366091692,14.74793084636971,8.47053077701901,16.012691344333447,84.93316131035598,65.76624854183119,23.025607913788495,7.816370265557127,16.56920409149629,10.74235053655782,81.05709119011287,62.87972767508387,1,0.296916,0.130047,-0.946007,-0.246201,0.141008,-0.958907,-0.451456,0.114079,-0.884971,0.136031,-0.873021,0.468328,0.267194,0.0438479,-0.962645,j
