pinchStrength,grabStrength,thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,thumb_center_distance,index_center_distance,middle_center_distance,ring_center_distance,pinky_center_distance,thumb_dx,thumb_dy,thumb_dz,index_dx,index_dy,index_dz,middle_dx,middle_dy,middle_dz,ring_dx,ring_dy,ring_dz,pinky_dx,pinky_dy,pinky_dz,label
0.0,0.0,68.33365426975901,37.25055488603309,31.396331354272874,1.8233982188396547,13.08915543546353,1.6355837220527436,7.422839217279443,0.8441393570875435,26.057493701589998,0.872665017191937,36.80571513073209,4.894252808856424,3.974269143425323,4.476567862352805,0.5067591771945616,0.9381177885119731,0.9936906241150583,0.968540330351589,0.8502091367223398,0.298394,-0.352965,-0.886779,0.278712,-0.0455238,-0.959295,0.212809,-0.102427,-0.97171,0.148767,-0.0618988,-0.986933,0.106875,0.0047197,-0.994261,b
0.0,0.0,67.96017022728927,37.88039433722753,30.433598391562164,2.4265563477754726,13.147848188331942,2.800885910420059,7.582771102169027,1.6524551453640144,24.889553372736927,1.5787391259703247,35.35469656777359,4.356035497544115,3.0579993489186297,4.582889370720468,0.5084631971714628,0.9360194569065006,0.9893688020936637,0.9639378348165839,0.8455323842913269,0.355617,-0.370739,-0.857957,0.300807,-0.0710883,-0.951032,0.240642,-0.131966,-0.961601,0.193143,-0.0868217,-0.977322,0.157748,-0.0121752,-0.987404,b
0.0,0.0,68.81614887806472,34.73937158521862,29.28654420973942,3.402856694637433,13.192033392818715,4.409614759254689,6.557909093212812,2.8361890882445664,22.609039144599567,2.95305248167524,32.90533550011739,2.686187173582015,2.3447455630991776,4.250376327062629,0.5290608336412382,0.9396561049824518,0.9905726889763338,0.9676312821536792,0.8668730096491422,0.354585,-0.374576,-0.856716,0.284947,-0.120294,-0.950965,0.245585,-0.174344,-0.953568,0.208662,-0.12286,-0.97024,0.18348,-0.0534967,-0.981567,b
0.0,0.0,67.364994884892,35.43193127938729,30.66861751505981,4.041480679551769,15.07798471625697,4.441478855490367,8.207746429063757,3.6058507892271523,22.702391573569823,3.7704518836555496,36.77612377705086,2.8086683557263354,3.5298211073081074,4.79232236955563,0.5269255090411147,0.9381390827529903,0.9908633223559518,0.9678419561190956,0.8618997897477335,0.298046,-0.307159,-0.903782,0.32874,-0.154426,-0.931709,0.279601,-0.193244,-0.940468,0.223178,-0.149597,-0.96323,0.194544,-0.0721515,-0.978237,b
0.0,0.0,71.39376501001159,38.04964680497622,30.89217328530139,3.5779980339965616,14.728192018689837,4.245425104338185,7.461557858369469,3.6484443001607985,23.428483881583276,3.4769800139853446,31.916874765452306,3.313833105437756,3.4561075981216853,4.154106332102992,0.5025640143005743,0.936321850942566,0.9913073098708937,0.9675500383821111,0.8564082493817412,0.36632,-0.384966,-0.847119,0.244502,-0.0799689,-0.966346,0.199087,-0.138627,-0.970127,0.135659,-0.122529,-0.98315,0.108368,-0.0486467,-0.99292,b
0.0,0.0,67.17541315304834,36.87010792739591,30.902641664941644,4.091707681926339,15.855551507345556,4.389734682138603,10.535858250700363,3.7891583335271504,23.709725734286195,4.119682208229553,37.29569759120144,3.324502476331023,3.617402739365845,5.497426182002219,0.5148539356075069,0.9331443594661453,0.9897309679741226,0.9650392000590097,0.8495706264516939,0.306013,-0.314956,-0.89842,0.333942,-0.211699,-0.918513,0.274439,-0.249763,-0.928602,0.218349,-0.208994,-0.953229,0.184752,-0.123746,-0.974963,b
0.0,0.0,66.65308010377991,34.03889336567516,29.927755748114386,4.393938968842222,13.384504726903614,3.5261138657579343,7.947928538948694,2.3267200111290802,22.98411423649584,2.2164690641197238,36.22763533620224,3.33532373331289,2.870479251899413,4.448855943706747,0.53207327118534,0.9340254326892944,0.9903564284564566,0.9651005503098229,0.8489973531060585,0.308693,-0.379901,-0.872,0.350647,-0.210149,-0.912625,0.285631,-0.222197,-0.932225,0.246642,-0.169696,-0.954134,0.228424,-0.0922751,-0.969179,b
0.0,0.0,77.92364511776276,33.61829539156081,28.889370494484314,6.355400127078017,12.614006053881296,7.285877531953696,7.578034387270265,5.248048005076191,23.464721231348427,5.695167607619391,25.34984822029616,3.9034805714918916,2.6526201619641583,3.896618619810147,0.4977179311123472,0.9370139766413389,0.9913354253435925,0.9660102114244047,0.8478333193703458,0.493028,-0.503401,-0.709585,0.272314,-0.215659,-0.937729,0.208318,-0.284134,-0.93588,0.174426,-0.218008,-0.960233,0.159212,-0.155942,-0.974851,b
0.0,0.0,65.61156180035745,32.296023481457866,30.254977728216236,6.4676997991972405,17.33815931923673,5.514568108304317,11.943590286379333,4.517475055995842,21.507395537931387,4.532942798087549,36.529006454584824,1.86751824228067,3.4801104568766075,5.41351361001042,0.5285226380743158,0.9329582993552423,0.9881498144058704,0.9644438839374098,0.8501899617580656,0.31315,-0.249502,-0.916344,0.41081,-0.235403,-0.880807,0.361819,-0.224995,-0.90469,0.31703,-0.166943,-0.933607,0.301159,-0.0749212,-0.950626,b
0.0,0.0,71.33324586818144,34.43343150569531,30.4594116403652,3.7811279896386525,14.873654981755495,4.9846353358974165,7.869935508600411,3.689683028901228,22.59815889574796,4.096054143057933,30.763473246706944,2.882206256992129,2.550796700442199,4.727486692742462,0.5182080862793892,0.9347482497601243,0.9869126901051347,0.9639394679837354,0.8515020438133619,0.38268,-0.353421,-0.85361,0.272551,-0.109424,-0.955899,0.235497,-0.173857,-0.956198,0.185634,-0.146078,-0.9717,0.14768,-0.0765432,-0.986069,b
0.0,0.31322,55.80182719962491,10.995408504742414,13.894248727766858,33.6854223044164,11.557621046132327,35.77241762721059,16.092384970676054,39.374935873986225,18.790500489036436,44.289998867680154,30.45358219447546,7.627941257087416,9.26974935879434,11.819897357741983,0.802327973020595,0.9232779712727472,0.9194761230342197,0.8771149367329,0.8018610825627386,-0.75221,0.373812,-0.542627,-0.795598,0.0987685,-0.59772,-0.83219,0.0486942,-0.552348,-0.875886,-0.064879,-0.478136,-0.916954,-0.103971,-0.385207,c
0.0,0.369208,57.02895077328126,10.518682426842421,13.25947497597217,35.61086548989226,10.495375131927322,38.896729900299576,15.77852806805657,41.12102318820494,19.410632962360538,45.392386734026445,32.44320531903289,8.23685958163227,10.1756509228257,11.637686389305196,0.8013476784812473,0.9054746855181406,0.8901217350993678,0.8431377647537136,0.7678904219011987,-0.687751,0.299513,-0.66128,-0.693016,0.0632803,-0.71814,-0.759755,-0.00992008,-0.650134,-0.803815,-0.122235,-0.582186,-0.860131,-0.151293,-0.487119,c
0.0,0.393035,59.148036598688435,9.810199386325653,13.349894870431621,36.430049637372925,10.974249756251297,40.21504702620996,15.380843467103773,42.26812208842983,18.116446734131973,46.11765905948861,29.93943076607209,7.349724139779859,9.573339867661469,11.671826135296142,0.7913057560369107,0.895017735606236,0.8768909320485615,0.8280672612830846,0.7535464690455965,-0.67227,0.286855,-0.682471,-0.719601,0.0528557,-0.692374,-0.791467,-0.0038558,-0.6112,-0.820535,-0.0972382,-0.563264,-0.863309,-0.1187,-0.490519,c
0.0,0.309268,57.98804583485526,14.073737634905745,14.658344512619601,33.55060290624685,11.761939587016114,36.114323598988435,18.746143397211572,41.95939280045708,22.53691583255767,47.278683939239876,28.948810223591597,7.410150793276076,10.428927312049629,11.12689641214165,0.7817542403935717,0.8938930621038848,0.8790300518784341,0.8228683899109405,0.7455560357943195,-0.711387,0.320789,-0.625319,-0.760058,0.113628,-0.639845,-0.796489,0.0640195,-0.601254,-0.881402,-0.0874231,-0.464206,-0.933895,-0.107846,-0.340894,c
0.0,0.267562,57.603716057825004,14.462988453048961,15.583524574656714,32.11528531205356,13.00511901673813,35.05203638387391,19.488925857530994,40.83958117578355,20.857614275357985,44.08523142346698,26.98917112744852,6.0104422598290395,10.029231269073932,11.136114086636876,0.772167373578589,0.8969939215959516,0.88274122096033,0.8217203449499803,0.7435670382940724,-0.728903,0.233267,-0.643652,-0.78682,0.00987112,-0.617103,-0.824658,-0.0217844,-0.565212,-0.885572,-0.156298,-0.437416,-0.90643,-0.166029,-0.388353,c
0.0,0.35882,57.98301445877455,13.197258729043558,15.12821043739147,35.25403050715107,12.345713980205277,37.27031847171746,18.965916315165927,42.69555018172817,22.109018499542746,47.147134152143686,27.512858595498138,6.703335438506794,10.001480264823947,11.292583762087817,0.7719672223477843,0.8942789754963694,0.8823229368579892,0.8191313067158781,0.7414743084853115,-0.722524,0.32482,-0.610287,-0.799966,0.0677508,-0.596208,-0.828605,0.042309,-0.558233,-0.894906,-0.0959388,-0.435821,-0.935099,-0.110575,-0.336694,c
0.0,0.481573,61.90517819549399,6.772829083606899,14.529350903757745,39.47264609429748,8.264224573543277,42.36299066761016,11.931689397110285,43.27577306946636,15.449663496232422,44.17291789785351,33.359021380862174,7.009906480654665,10.312499348482655,12.680235368089376,0.7802445811171864,0.8819080538123559,0.8703277150511641,0.8196577789771708,0.7493770921675516,-0.679146,0.228372,-0.697573,-0.705644,-0.0180896,-0.708335,-0.772772,-0.0498079,-0.632727,-0.802759,-0.144972,-0.578413,-0.828461,-0.175097,-0.531971,c
0.0,0.52956,60.2911053202594,7.624746510270336,14.062543380630004,41.12392929099785,8.164147820630879,42.239566291185575,10.423336108169002,41.44441355903054,13.991668791226513,42.242501364038844,33.51372726623659,7.2927532796869725,9.315950282234773,12.337959878415496,0.7867137830957949,0.8808734652711876,0.8724233334510443,0.8320282222367018,0.7664340604287851,-0.662522,0.218174,-0.716565,-0.714188,-0.0621758,-0.697187,-0.779283,-0.0755417,-0.622103,-0.771338,-0.147159,-0.619178,-0.792258,-0.18607,-0.581124,c
0.115557,0.520832,60.996198390513044,7.303795043680201,18.240484395865327,41.21184620066073,15.686128094037082,41.34327233731101,18.335010602493764,40.823244827191,19.715914115668355,41.611621564514294,20.0007200994987,3.3990486337074666,9.719838051324603,12.120174168210461,0.7859392083231516,0.862275342849847,0.8598580487337996,0.8232627750684556,0.763718893708106,-0.659955,0.20287,-0.723397,-0.843961,-0.17892,-0.505685,-0.864481,-0.105411,-0.491489,-0.838381,-0.158136,-0.521643,-0.835717,-0.180401,-0.518684,c
0.365961,0.609269,63.167893966541676,5.393340315484078,25.114865729796502,45.64896674626499,21.44550437340005,43.86297336273903,25.01716561016271,45.42802312607565,26.119402331847613,47.781082256777175,14.329071953838925,3.7391036350038367,8.678880385806256,9.175578069668454,0.7793365892785421,0.8353487723038555,0.8436909345417248,0.8052193542573686,0.7453628245328358,-0.667057,0.250807,-0.701521,-0.897973,-0.271447,-0.346355,-0.917441,-0.140198,-0.372352,-0.91955,-0.177579,-0.350562,-0.934944,-0.131118,-0.329677,c
1.0,0.0,72.65176470183346,30.742794175708003,25.717763632923948,11.48700419393882,63.89287340191036,68.55893404568957,66.43267757187189,72.42710833742105,64.5835288986635,72.76553062834445,16.661540963673968,46.46728329089696,1.9411638870923535,3.7545483919505567,0.6107544091287466,0.940765769032921,0.5644504026178889,0.5011481662100349,0.47155371374949195,0.558771,-0.218141,-0.800118,0.233454,-0.242108,-0.941745,0.167009,-0.845597,0.507025,-0.00637394,-0.846555,0.532264,-0.234506,-0.885571,0.400962,d
1.0,0.0,71.74771302024938,29.41147208443798,25.436079676644333,12.90420367753631,45.86731839462725,63.801906386212295,57.62427595951509,74.75042218856925,58.54409570268817,78.84461930437165,26.064655350164447,36.87499537831488,10.037980120636908,2.4646449233766408,0.6076572001652041,0.937667467215607,0.6335176049353822,0.4945339669209797,0.4565111713099836,0.541086,-0.323218,-0.776374,0.27305,-0.221569,-0.936136,0.224002,-0.943773,0.243136,0.0141913,-0.844882,0.534764,-0.200911,-0.838064,0.507232,d
1.0,0.0,69.39445876708533,25.624540486760772,22.4004469726067,12.972676584251916,50.63607677828671,65.27918953274522,52.15582377255937,69.06265122774676,53.6927905644592,71.34417181793978,26.528107969031645,43.035562722511315,3.752260237335666,1.9658590903919988,0.6275864162051435,0.9434177683904227,0.6359191820717853,0.5337854918940964,0.474041835201966,0.493568,-0.347263,-0.79737,0.283173,-0.229191,-0.931281,0.264529,-0.878184,0.398519,0.136159,-0.899023,0.416196,-0.0527784,-0.928006,0.368808,d
1.0,0.0,72.87156284834933,36.59818358099159,28.180062011233353,12.159829244720896,68.11085887512343,71.34218288408886,72.19799194532007,74.04345752089267,71.66904276587204,73.60698984165414,17.452690843321797,50.09998116525535,1.6941277298939537,3.373990070082838,0.5940853476134665,0.931177550733188,0.5314108601327978,0.4898803021898098,0.4531186780395922,0.536122,-0.180998,-0.824508,0.15538,-0.216284,-0.963887,0.129383,-0.826067,0.54852,-0.0066901,-0.801313,0.598207,-0.275977,-0.820664,0.500348,d
1.0,0.0,64.79745508536557,36.994365511545695,26.705991477804243,11.451997657729565,65.55372658733873,75.51639351477884,67.9349176531234,76.5909307383658,67.07637759207444,76.00693865135202,30.872651779381275,55.05695427188043,1.115043048548075,3.564745695141411,0.5883841881209585,0.934309004998873,0.5025411142823559,0.47326331648965986,0.44161433900292,0.441469,-0.296106,-0.84701,0.158137,-0.149959,-0.975964,0.160936,-0.755156,0.635483,-0.000984882,-0.772691,0.634782,-0.23533,-0.810601,0.536233,d
1.0,0.0,76.37745412279783,31.794430995338157,26.563850747975085,10.843622471294058,58.53105023798454,71.14100878805051,62.25786865174083,78.06739750729504,60.88787486590705,79.99473650917854,18.51085243548927,44.94915273414458,2.0879470832525815,3.064951353646503,0.5823692650919391,0.9375109179523444,0.5194286003005496,0.46648207561331406,0.4349655759800672,0.604514,-0.23829,-0.760119,0.249539,-0.208063,-0.945749,0.117574,-0.85946,0.497498,-0.0560608,-0.807034,0.587837,-0.289166,-0.822733,0.489381,d
1.0,0.0,72.50553918355737,29.181585489160078,24.48940163556247,12.923032247601322,51.28393889437045,68.47216686686923,54.435568382398515,73.74998865037577,54.45437086491172,76.56081551754079,23.822767145447944,41.79878019289596,3.7285702177230906,1.7687975831374725,0.5930140195717482,0.9388609078880701,0.576507981620564,0.48637317002436126,0.44336501273302265,0.565169,-0.309875,-0.764566,0.299167,-0.233,-0.925316,0.168722,-0.892848,0.417559,0.00807728,-0.879241,0.47631,-0.207213,-0.890528,0.404998,d
1.0,0.0,71.66489869189422,35.51703099571896,28.426557800559614,8.413294151898306,67.82236970782516,77.48053027236472,68.33316611797544,78.61043278613815,68.23247678497212,79.40023844066981,22.56459286789748,53.8992405401582,2.203033775160224,3.0409430924577787,0.5785087812315534,0.938424178682286,0.5054883996634773,0.46581108009192684,0.43185065424681646,0.558604,-0.182317,-0.809149,0.224281,-0.0910347,-0.970263,0.110519,-0.75133,0.650607,-0.0474221,-0.78856,0.613127,-0.29133,-0.799518,0.52526,d
1.0,0.0,65.27087214986318,34.411824554716226,25.93383322129173,11.688476681545598,62.696001474216324,73.82113771291992,65.85307818029486,74.9515773973006,64.54648659613065,74.59685644270753,32.27950462108804,54.58173691776896,1.0805413696143629,4.150486564354495,0.6040416549729036,0.9377013707425621,0.5088411906374964,0.46931943647039015,0.43916859041458167,0.39036,-0.354908,-0.849505,0.135128,-0.163818,-0.977192,0.132947,-0.780831,0.610432,-0.00488141,-0.778796,0.627258,-0.217458,-0.818307,0.532058,d
1.0,0.0,65.89897327510307,33.129867950542035,26.486589099248132,12.677788186226572,58.37194605697603,73.78082354698297,65.32348788816167,75.46125899929942,65.09192946777992,78.46760893329751,26.45017374225996,44.777808760230805,4.527342594863887,3.2704477434448225,0.6297112928811798,0.9446123212035301,0.562876603626835,0.48295990546033307,0.4426486887024081,0.446826,-0.30955,-0.83936,0.222249,-0.257189,-0.940457,0.207899,-0.80404,0.557044,0.0461857,-0.778803,0.625566,-0.186717,-0.795283,0.576769,d
0.404036,0.839104,78.20597632105243,31.769580036022507,29.764665398867987,59.47169060752445,17.470947862638205,61.25267611169729,9.170441326901642,56.76139529188639,15.910816497739843,51.76586754153334,21.36076706066902,2.054963870325174,2.405986290522077,5.19581196999109,0.5069309803101576,0.7165875910975423,0.7360962231550382,0.7404731337946394,0.69676306902606,0.329737,-0.52126,-0.787122,0.0978118,-0.947403,-0.304729,-0.0586071,-0.964616,-0.257062,-0.108377,-0.919669,-0.377442,-0.164168,-0.826297,-0.538779,e
0.423524,0.707062,77.02776153202558,32.18812308824752,31.297088189278085,50.6658408582922,20.02160155904538,57.296882655557546,12.994020258951346,51.38534683725251,17.76106961330989,47.22712524839839,20.802199667999464,2.305508593243933,2.609304604023369,5.025303254832624,0.5100331077692615,0.7340015037257128,0.7463526390360282,0.7504482252442051,0.7044822503485155,0.314774,-0.513799,-0.798078,0.109508,-0.920701,-0.37459,-0.0545346,-0.966509,-0.250772,-0.0938429,-0.912561,-0.398029,-0.151173,-0.820453,-0.551366,e
0.561567,0.703554,74.89601751797672,34.51626122015408,34.12883061823578,53.73527905050921,22.765827895705716,55.758176017398455,16.45225783938398,50.648149105550715,20.338412404732118,47.103364932917984,23.72258163730895,1.8801140523036404,2.3188549037069897,3.994548153127108,0.5089847377481994,0.7432280023432897,0.7556882188578318,0.7599928277959251,0.7095219037348631,0.326605,-0.477689,-0.815562,0.14363,-0.952665,-0.267954,-0.0141909,-0.968849,-0.247246,-0.0605689,-0.924945,-0.375244,-0.138066,-0.847814,-0.512004,e
1.0,1.0,70.27521626791247,36.99097973408334,45.854686867392495,64.99022285991077,40.79307548250092,63.75332478088097,36.314450280479505,61.16422865808237,33.91427918122677,60.79286317912079,30.64029451736612,2.5133517985913243,5.267813789442757,5.3105512874713,0.5074463858469069,0.6548130676067434,0.6786932838689197,0.6728094691320254,0.6353046380552076,0.390226,-0.29496,-0.872194,0.184172,-0.971367,0.150087,0.0155982,-0.996594,0.0809738,-0.0354114,-0.997313,-0.0641356,-0.160795,-0.966534,-0.19989,e
0.709406,0.844711,73.20851976120896,40.262471514384046,33.78281706709124,63.473152547475856,23.483578257403178,63.68941854298025,19.961301421041426,55.73667572635334,20.584751668419127,51.95687167996746,25.38003412645353,1.8414982466597185,0.9087630154369956,4.198961814276946,0.46987823435073944,0.6776190578653123,0.7019118538483701,0.7155326748425797,0.6769441236646672,0.328351,-0.400302,-0.855537,0.0777199,-0.978949,-0.188726,-0.0853,-0.978864,-0.185875,-0.123174,-0.936459,-0.32844,-0.199608,-0.863353,-0.463442,e
0.876526,0.957374,66.04689169041698,35.63577626297791,36.36379435435159,58.0763397457642,30.978413045730598,57.60296554587637,28.63500456561813,56.21070728014556,25.519309265358306,55.82965481900954,28.977855759318437,0.9152531137453891,3.33136059759405,7.69843643951853,0.5210735022629044,0.6848874052970321,0.7019796433706565,0.6874693056657116,0.6499788852373416,0.347025,-0.390794,-0.852557,0.247295,-0.96864,-0.0241321,0.0957355,-0.993176,-0.0665973,0.0538412,-0.987158,-0.1504,-0.0254904,-0.948959,-0.314368,e
0.222075,0.686635,73.65940216851746,33.61654369813638,27.40726607065972,51.39856064366949,14.389882790729763,55.97962910631193,7.99505756615089,51.778399427000195,16.065525007193315,46.5212021645068,30.442917179230232,11.311999730225601,0.6212687681708488,6.1435430201254055,0.4990196524739905,0.7270886978541464,0.7308593353798347,0.7302133185611183,0.6860522060782865,0.225338,-0.544482,-0.807937,0.0846494,-0.810296,-0.579875,-0.0509236,-0.938577,-0.341292,-0.0953701,-0.905497,-0.413496,-0.140248,-0.796496,-0.588153,e
0.857354,0.960224,70.29019459060441,35.52917001419916,37.619853890803554,56.808985339466325,31.760762550879775,57.56353302433442,29.868721683030568,55.92767196664503,27.27930968012058,56.18770149107415,25.005857111991542,1.145439900546707,2.186690803942137,6.520128861156824,0.5075500511904485,0.7050567457081246,0.7321049868788304,0.7237534439377483,0.6801606539291218,0.392401,-0.414593,-0.821057,0.26708,-0.963673,0.00162651,0.115959,-0.993004,-0.0222698,0.0661111,-0.993748,-0.0899671,-0.0371567,-0.972565,-0.229644,e
0.950355,0.980943,70.62914785499099,44.56015663353988,44.58724866767952,63.24737114617396,34.49283601527797,63.95272325973703,28.86111292494612,59.427962547945526,27.0635699534791,56.64136299078337,38.27608121475144,5.649415644494472,5.843652350966625,4.808155814953635,0.47813023524559223,0.6661474565507813,0.6854179879031271,0.6894615106286851,0.6565525026043657,0.38005,-0.262382,-0.886971,0.0729956,-0.996901,0.0293279,-0.0873851,-0.994851,-0.0513433,-0.12001,-0.965497,-0.231113,-0.214786,-0.897292,-0.38566,e
1.0,1.0,77.31596069268194,40.380809060769586,57.906206807944955,67.38804160810744,53.176953457452875,64.95933872231026,46.83917430624422,61.133058760906124,43.122947931419006,59.157674845717274,38.51389863287538,5.53238322722281,8.26869136302769,5.312158267335394,0.46667487334767666,0.5926780717655383,0.5989095062627137,0.6246588689706312,0.6093060621356894,0.62741,-0.184736,-0.756458,0.0616069,-0.954525,0.291695,-0.0938549,-0.980932,0.170189,-0.136588,-0.989133,-0.054405,-0.248196,-0.939397,-0.236499,e
0.843004,0.0,67.628036079171,27.51116424069332,39.31737307619221,49.00304064374533,14.094401095311644,18.292987184405245,2.1492927483913586,15.2812612019184,9.188518430491854,16.352598475520765,24.554056547396304,32.24032502657989,5.440017211920129,6.192227192904178,0.5890400734716171,0.764767690186166,0.9678140950686419,0.9615486286814466,0.8811132113723646,0.341833,-0.506619,-0.79151,0.205354,-0.978663,0.0069626,0.312118,-0.41775,-0.853269,0.365867,-0.305593,-0.879064,0.420622,-0.304483,-0.854615,f
0.547559,0.0,62.705876232219,34.68463562605728,35.73490932950672,45.3505687889306,14.679035998465556,15.46722119080854,4.47502068365772,12.971003176613047,13.006583115046677,12.769048447635404,31.812077994191547,26.847888735952168,2.912121010960558,3.140293149994769,0.5880652240028889,0.7894822846424291,0.9702536071159873,0.9627238282145673,0.8799373793507951,0.359337,-0.461312,-0.811214,0.286414,-0.939246,-0.189166,0.344634,-0.30782,-0.886834,0.373256,-0.279831,-0.884519,0.390958,-0.272364,-0.879187,f
